Postazione;Codice Faldone;Codice Scatola;Numero Documenti;Data Registrazione;
coop\jessica.fiorini;X620290055;S621447197;800;26/02/2026 22:09:44;
coop\jessica.fiorini;X620290056;S621447197;800;26/02/2026 22:09:44;
coop\jessica.fiorini;X620290057;S621447197;800;26/02/2026 22:09:44;
coop\jessica.fiorini;X620290058;S621447197;600;26/02/2026 22:09:44;
coop\jessica.fiorini;X620290059;S621447197;600;26/02/2026 22:09:44;
coop\jessica.fiorini;X620289774;S621447198;800;26/02/2026 22:11:58;
coop\jessica.fiorini;X620290051;S621447198;800;26/02/2026 22:11:58;
coop\jessica.fiorini;X620290052;S621447198;800;26/02/2026 22:11:58;
coop\jessica.fiorini;X620290053;S621447198;800;26/02/2026 22:11:58;
coop\jessica.fiorini;X620290054;S621447198;800;26/02/2026 22:11:58;
coop\jessica.fiorini;X650289556;S651444549;800;26/02/2026 15:34:03;
coop\jessica.fiorini;X650289557;S651444549;800;26/02/2026 15:34:03;
coop\jessica.fiorini;X650289558;S651444549;800;26/02/2026 15:34:03;
coop\jessica.fiorini;X650289559;S651444549;713;26/02/2026 15:34:03;
coop\jessica.fiorini;X650289642;S651444549;52;26/02/2026 15:34:03;
coop\jessica.fiorini;X650289460;S651445601;78;26/02/2026 15:36:41;
coop\jessica.fiorini;X650289630;S651445601;80;26/02/2026 15:36:41;
coop\jessica.fiorini;X650289631;S651445601;80;26/02/2026 15:36:41;
coop\jessica.fiorini;X650289634;S651445601;80;26/02/2026 15:36:41;
coop\jessica.fiorini;X650289635;S651445601;80;26/02/2026 15:36:41;
coop\jessica.fiorini;X650290045;S651445603;240;26/02/2026 21:29:04;
coop\jessica.fiorini;X650290046;S651445603;240;26/02/2026 21:29:04;
coop\jessica.fiorini;X650290047;S651445603;240;26/02/2026 21:29:04;
coop\jessica.fiorini;X650290048;S651445603;239;26/02/2026 21:29:04;
coop\jessica.fiorini;X650290049;S651445603;156;26/02/2026 21:29:04;
coop\jessica.fiorini;X650290035;S651446877;240;26/02/2026 21:31:11;
coop\jessica.fiorini;X650290036;S651446877;240;26/02/2026 21:31:11;
coop\jessica.fiorini;X650290037;S651446877;240;26/02/2026 21:31:11;
coop\jessica.fiorini;X650290038;S651446877;240;26/02/2026 21:31:11;
coop\jessica.fiorini;X650290039;S651446877;240;26/02/2026 21:31:11;
coop\jessica.fiorini;X650290040;S651446878;240;26/02/2026 21:33:04;
coop\jessica.fiorini;X650290041;S651446878;240;26/02/2026 21:33:04;
coop\jessica.fiorini;X650290042;S651446878;240;26/02/2026 21:33:04;
coop\jessica.fiorini;X650290043;S651446878;240;26/02/2026 21:33:04;
coop\jessica.fiorini;X650290044;S651446878;240;26/02/2026 21:33:04;
coop\jessica.fiorini;X650289643;S651446900;240;26/02/2026 21:34:54;
coop\jessica.fiorini;X650290031;S651446900;240;26/02/2026 21:34:54;
coop\jessica.fiorini;X650290032;S651446900;240;26/02/2026 21:34:54;
coop\jessica.fiorini;X650290033;S651446900;240;26/02/2026 21:34:54;
coop\jessica.fiorini;X650290034;S651446900;240;26/02/2026 21:34:54;
